Age,Workclass,FNLWGT,Education,EducationLevel,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry,Salary
30, Private,213722, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private,109638, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private,192569, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,39, United-States, >50K
49, Private,165468, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,55, United-States, >50K
37, Private,91711, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
56, Private,174351, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
33, Private,143540, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc,208503, Some-college,10, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
17, ?,114798, 11th,7, Never-married, ?, Own-child, White, Female,0,0,18, United-States, <=50K
40, Private,170108, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,140644, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
37, State-gov,108293, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
70, Self-emp-inc,188260, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States, <=50K
50, Private,95469, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,45, United-States, >50K
52, Private,256916, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,97136, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Private,171807, Bachelors,13, Divorced, Other-service, Unmarried, White, Female,0,0,56, United-States, >50K
40, Private,207578, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,60, United-States, >50K
61, Private,270056, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
19, Private,251579, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,14, United-States, <=50K
41, Self-emp-not-inc,204235, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
43, Private,191765, HS-grad,9, Divorced, Tech-support, Unmarried, Black, Female,0,0,35, United-States, <=50K
55, Private,175071, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,40, United-States, >50K
38, Private,111377, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
25, Private,108505, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, ?,41609, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,10, United-States, <=50K
32, Private,178835, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,240172, Bachelors,13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, State-gov,231473, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, United-States, <=50K
32, Private,94235, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
72, Self-emp-inc,172407, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
26, Private,304283, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,115040, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,237051, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
51, Private,53197, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,85088, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,37, United-States, <=50K
28, Private,295163, 12th,8, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private,145592, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
18, Private,172076, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
23, Private,203076, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc,127651, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,48, United-States, >50K
52, Private,389270, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
40, Self-emp-inc,102226, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,142061, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private,232475, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, ?,47407, 11th,7, Never-married, ?, Own-child, White, Male,0,0,10, United-States, <=50K
38, Federal-gov,161463, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private,33374, 11th,7, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
32, Private,323055, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,175958, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
82, Self-emp-not-inc,71438, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
48, Private,176732, 9th,5, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,193565, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,89718, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, ?,189888, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Male,0,0,55, United-States, <=50K
30, Private,198183, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,326370, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, ?, <=50K
47, Local-gov,29819, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,50, United-States, >50K
48, Private,276664, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
28, Private,162298, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private,53366, 7th-8th,4, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private,162494, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
31, Private,125457, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private,129513, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
20, Private,140001, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
28, State-gov,288731, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
47, Federal-gov,160646, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
19, ?,63574, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,50, United-States, <=50K
51, Private,230858, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,60, United-States, >50K
76, Private,127016, 7th-8th,4, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private,218630, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
37, Private,179671, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
36, Private,108320, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,4101,0,40, United-States, <=50K
47, Private,266860, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
47, Private,216096, Some-college,10, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,35, Puerto-Rico, <=50K
34, Private,248584, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,55, United-States, <=50K
52, Private,186272, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, State-gov,77723, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private,561334, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,340260, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,48, United-States, <=50K
41, Private,70645, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,4650,0,55, United-States, <=50K
47, Self-emp-not-inc,152752, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
57, Federal-gov,135028, HS-grad,9, Separated, Adm-clerical, Other-relative, Black, Female,0,0,35, United-States, <=50K
42, Private,118686, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
33, Private,56701, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,75, United-States, >50K
29, Private,116662, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private,220789, Bachelors,13, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Private,154076, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
36, Private,109133, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private,162840, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private,206046, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private,243190, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,40, United-States, >50K
63, Private,206052, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private,91911, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Female,0,0,48, United-States, <=50K
41, Private,194636, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Private,165848, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
27, Private,106758, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
44, Private,307468, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,29, United-States, >50K
40, Private,572751, Prof-school,15, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, Mexico, >50K
35, Private,215323, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
52, Private,186303, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, Canada, >50K
18, Private,155021, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
33, ?,193172, Assoc-voc,11, Married-civ-spouse, ?, Own-child, White, Female,7688,0,50, United-States, >50K
27, Private,213421, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private,287828, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
34, Local-gov,226443, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov,216116, Masters,14, Separated, Prof-specialty, Unmarried, Black, Female,0,0,37, United-States, <=50K
34, Private,198183, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,257910, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private,301694, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, Mexico, <=50K
27, Private,116531, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private,313573, Bachelors,13, Never-married, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
25, ?,47011, Bachelors,13, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K
40, Private,105936, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc,181485, Bachelors,13, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
30, Private,59496, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,2407,0,40, United-States, <=50K
23, Private,186666, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, State-gov,342834, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Federal-gov,360527, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, ?,147653, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,36, United-States, <=50K
34, Private,220362, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private,373698, 12th,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, ?, <=50K
54, Private,343242, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
39, Private,36376, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
78, Private,105586, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
35, Self-emp-not-inc,185621, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
24, State-gov,38151, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, United-States, <=50K
60, Federal-gov,55621, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc,72257, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
60, ?,268954, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,12, United-States, >50K
36, Private,248445, HS-grad,9, Separated, Transport-moving, Other-relative, White, Male,0,0,60, Mexico, <=50K
78, Private,135566, HS-grad,9, Widowed, Sales, Unmarried, White, Female,2329,0,12, United-States, <=50K
29, Private,176723, Some-college,10, Never-married, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
21, State-gov,194096, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
52, Private,177995, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,56, Mexico, >50K
28, Federal-gov,329426, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Federal-gov,39181, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Female,0,2559,60, United-States, >50K
35, Private,290226, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private,191149, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,57, United-States, <=50K
43, Federal-gov,56063, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
54, Local-gov,185846, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
57, Private,346963, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
61, Private,107438, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1651,40, United-States, <=50K
58, Self-emp-not-inc,274917, Masters,14, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
17, Private,295488, 11th,7, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
48, Private,141511, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
27, Self-emp-not-inc,153546, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private,239155, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc,62932, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,201145, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
53, Private,209022, 11th,7, Divorced, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
43, Private,339814, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
21, Private,189888, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,3325,0,60, United-States, <=50K
51, Federal-gov,73670, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,52, United-States, >50K
36, Private,246449, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Private,197752, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, United-States, <=50K
61, Private,124242, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, India, <=50K
33, Private,106670, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
59, Private,264357, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
61, ?,69285, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,37, United-States, <=50K
53, Federal-gov,271544, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1977,40, United-States, >50K
41, Private,194636, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, ?,31478, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,99, United-States, <=50K
33, ?,369386, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,5178,0,40, United-States, >50K
38, Private,202683, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private,188391, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
35, Private,186035, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private,150693, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
42, Private,118212, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov,203067, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Local-gov,313852, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
79, Self-emp-not-inc,158319, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
26, Private,252406, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Self-emp-inc,111746, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Federal-gov,55636, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private,34616, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
45, Federal-gov,320818, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,80, United-States, >50K
47, State-gov,188386, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
36, Private,229180, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Cuba, <=50K
42, Self-emp-not-inc,344920, Some-college,10, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,50, United-States, <=50K
36, Self-emp-not-inc,223789, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
34, Private,112212, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1485,40, United-States, <=50K
17, Private,208463, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private,236940, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc,70623, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,85, United-States, <=50K
37, Private,241174, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, >50K
72, ?,177121, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,3, United-States, <=50K
31, State-gov,59969, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
17, Local-gov,182070, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
45, Private,168837, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,24, Canada, >50K
34, Self-emp-inc,265917, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, Private,183893, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private,313146, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc,83812, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
57, Private,173090, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,0,32, United-States, <=50K
72, Private,225780, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
42, Private,153160, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private,115076, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,109039, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
45, Private,267967, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
49, Private,209057, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private,217807, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
41, Private,192107, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,39827, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, Puerto-Rico, <=50K
35, Private,82622, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
54, Private,142169, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private,159732, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, <=50K
40, Private,119101, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
44, Self-emp-not-inc,157217, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
19, Private,261259, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private,178429, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-inc,174215, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,4787,0,45, France, >50K
24, Private,200973, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc,175502, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
43, Private,118536, HS-grad,9, Divorced, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, <=50K
29, Private,632593, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private,71379, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Private,200187, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
49, Private,97411, 7th-8th,4, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Laos, <=50K
26, Local-gov,167261, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private,112754, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
38, Private,59660, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
23, Private,227943, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
24, Private,200089, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Mexico, >50K
25, Local-gov,190057, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private,173580, Some-college,10, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private,116825, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
51, Self-emp-inc,166459, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc,384276, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Federal-gov,137953, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
53, Private,36327, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Private,192381, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private,274809, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
25, Private,178421, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private,510072, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
19, ?,252292, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private,101299, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
35, Private,361888, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
55, ?,136819, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
18, ?,79990, 11th,7, Never-married, ?, Own-child, White, Male,0,0,35, United-States, <=50K
47, Self-emp-not-inc,168109, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,50, United-States, >50K
28, Private,116613, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,24, United-States, <=50K
38, Private,204501, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
29, Private,253593, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private,166961, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,37, United-States, <=50K
